amfi_code,date,nav,scheme_name,fund_house,scheme_type,scheme_category,isin_growth,isin_div_reinvestment,source_file,previous_nav,nav_change,nav_return_pct
118632,2013-01-02,14.6967,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,,,
118632,2013-01-03,14.7305,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.6967,0.033799999999999386,0.22998360176093535
118632,2013-01-04,14.8037,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.7305,0.07319999999999993,0.4969281422898065
118632,2013-01-07,14.7718,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.8037,-0.031899999999998485,-0.215486668873312
118632,2013-01-08,14.7197,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.7718,-0.052100000000001145,-0.35269906172572835
118632,2013-01-09,14.7249,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.7197,0.0052000000000003155,0.035326806932208646
118632,2013-01-10,14.6784,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.7249,-0.046499999999999986,-0.3157916182792412
118632,2013-01-11,14.6421,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.6784,-0.036300000000000665,-0.24730215827338584
118632,2013-01-14,14.7844,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.6421,0.14230000000000054,0.971855130070144
118632,2013-01-15,14.8315,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.7844,0.047100000000000364,0.31857904277481913
118632,2013-01-16,14.6876,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.8315,-0.14390000000000036,-0.9702322758992709
118632,2013-01-17,14.7703,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.6876,0.08270000000000088,0.5630599961872661
118632,2013-01-18,14.8654,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.7703,0.09509999999999863,0.6438596372450026
118632,2013-01-21,14.9285,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.8654,0.06310000000000038,0.4244756279683048
118632,2013-01-22,14.8574,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.9285,-0.0710999999999995,-0.47627022138861574
118632,2013-01-23,14.7986,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,INF204K01XI3,,nav_118632_20260625.csv,14.8574,-0.05879999999999974,-0.3957623810357111
