amfi_code,date,nav,scheme_name,fund_house,scheme_type,scheme_category,isin_growth,isin_div_reinvestment,source_file,previous_nav,nav_change,nav_return_pct
120841,2013-01-07,30.6076,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,,,
120841,2013-01-08,30.6239,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6076,0.01629999999999754,0.05325474718696513
120841,2013-01-09,30.6492,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6239,0.025300000000001432,0.08261521230150776
120841,2013-01-10,30.6784,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6492,0.02919999999999945,0.09527165472508074
120841,2013-01-11,30.6305,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6784,-0.0478999999999985,-0.1561359132158082
120841,2013-01-14,30.6862,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6305,0.055699999999998084,0.18184489316203808
120841,2013-01-15,30.6993,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6862,0.013100000000001444,0.04269019950336452
120841,2013-01-16,30.6804,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6993,-0.018900000000002137,-0.061564921675745496
120841,2013-01-17,30.6565,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6804,-0.02389999999999759,-0.07789989700263879
120841,2013-01-18,30.658,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6565,0.0015000000000000568,0.004892926459315501
120841,2013-01-21,30.6574,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.658,-0.0006000000000021544,-0.0019570748255011883
120841,2013-01-22,30.6627,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6574,0.005300000000001859,0.017287832627691384
120841,2013-01-23,30.6688,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6627,0.006099999999999994,0.019893877577643177
120841,2013-01-24,30.6574,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6688,-0.011400000000001853,-0.037171327212026074
120841,2013-01-25,30.6611,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6574,0.003700000000002035,0.012068864287258655
120841,2013-01-28,30.6878,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6611,0.02669999999999817,0.08708102449030912
120841,2013-01-29,30.674,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.6878,-0.013799999999999812,-0.04496901048625125
120841,2013-01-30,30.6441,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,INF966L01887,,nav_120841_20260625.csv,30.674,-0.029899999999997817,-0.09747669035664673
